soil_type,ph,nitrogen_n,phosphorus_p,potassium_k,ec,moisture,soil_temperature,ph_class,n_class,p_class,k_class,ec_class,moisture_class,overall_health
laterite,4.66,185.8,99.4,180.7,689,47.3,37.3,strongly_acidic,very_high,high,very_high,normal,optimal,fair
red,6.05,239.0,117.0,199.2,1940,50.5,28.5,slightly_acidic,very_high,very_high,very_high,very_high_salinity,optimal,poor
black_cotton,5.17,95.8,117.1,147.6,1347,79.6,26.9,strongly_acidic,medium,very_high,high,high_salinity,moist,fair
laterite,4.72,97.5,41.1,29.6,1019,10.1,29.4,strongly_acidic,medium,low,very_low,high_salinity,very_dry,poor
alluvial,7.7,78.8,60.8,173.7,2424,11.8,33.1,slightly_alkaline,low,medium,very_high,very_high_salinity,very_dry,fair
red,4.76,61.5,86.5,160.1,1425,74.2,21.4,strongly_acidic,low,high,very_high,high_salinity,moist,poor
sandy,8.44,205.3,100.7,83.0,1848,82.5,38.1,slightly_alkaline,very_high,high,medium,very_high_salinity,waterlogged,fair
red,8.86,87.4,60.7,64.3,2401,88.4,15.2,strongly_alkaline,medium,medium,low,very_high_salinity,waterlogged,poor
sandy,7.05,182.4,45.5,46.0,2230,67.6,25.2,neutral,very_high,low,low,very_high_salinity,moist,poor
red,5.05,30.1,25.8,205.8,2000,71.5,21.1,strongly_acidic,very_low,very_low,very_high,very_high_salinity,moist,very_poor
red,7.39,74.5,72.3,50.3,1350,43.7,40.3,neutral,low,medium,low,high_salinity,optimal,fair
black_cotton,6.54,20.5,7.4,76.1,1939,7.7,32.2,neutral,very_low,very_low,medium,very_high_salinity,very_dry,poor
red,7.9,251.4,48.2,190.8,703,88.6,17.3,slightly_alkaline,very_high,low,very_high,normal,waterlogged,fair
laterite,7.06,87.3,59.5,177.3,833,57.7,21.2,neutral,medium,medium,very_high,high_salinity,optimal,good
laterite,6.67,181.6,7.5,59.5,497,56.1,12.5,neutral,very_high,very_low,low,normal,optimal,fair
sandy,5.48,172.6,34.9,125.8,896,46.8,19.3,strongly_acidic,high,low,high,high_salinity,optimal,fair
black_cotton,6.47,151.7,43.2,154.4,2166,26.5,17.8,slightly_acidic,high,low,high,very_high_salinity,dry,fair
red,5.7,298.7,16.5,123.7,2014,88.6,15.5,slightly_acidic,very_high,very_low,high,very_high_salinity,waterlogged,poor
alluvial,5.36,15.0,123.3,154.3,1209,87.5,12.2,strongly_acidic,very_low,very_high,high,high_salinity,waterlogged,poor
sandy,6.55,139.0,28.4,208.5,899,8.4,36.7,neutral,high,very_low,very_high,high_salinity,very_dry,fair
alluvial,5.49,194.8,100.2,202.4,1554,55.4,21.7,strongly_acidic,very_high,high,very_high,very_high_salinity,optimal,poor
laterite,6.8,206.3,70.6,179.7,1298,29.2,11.3,neutral,very_high,medium,very_high,high_salinity,dry,fair
red,6.28,267.3,58.2,40.9,544,12.4,36.9,slightly_acidic,very_high,medium,low,normal,very_dry,fair
alluvial,8.97,285.9,101.6,33.6,1195,55.3,27.2,strongly_alkaline,very_high,high,very_low,high_salinity,optimal,poor
alluvial,8.58,226.9,117.4,99.1,2256,58.6,11.9,strongly_alkaline,very_high,very_high,medium,very_high_salinity,optimal,poor
laterite,7.15,264.2,17.1,64.3,1605,7.6,22.9,neutral,very_high,very_low,low,very_high_salinity,very_dry,poor
alluvial,7.45,144.9,69.9,188.4,1590,44.0,29.4,neutral,high,medium,very_high,very_high_salinity,optimal,good
sandy,7.13,213.6,94.5,103.6,429,65.6,19.5,neutral,very_high,high,medium,normal,moist,excellent
black_cotton,8.46,194.0,114.5,67.7,456,83.2,24.4,slightly_alkaline,very_high,very_high,low,normal,waterlogged,fair
laterite,5.51,184.6,116.2,8.8,1619,73.2,37.4,slightly_acidic,very_high,very_high,very_low,very_high_salinity,moist,poor
sandy,4.52,265.2,87.9,9.1,1520,72.7,36.1,strongly_acidic,very_high,high,very_low,very_high_salinity,moist,poor
sandy,8.96,174.6,113.2,71.7,329,70.0,18.7,strongly_alkaline,high,very_high,medium,low,moist,fair
red,4.8,76.6,129.8,149.0,1491,63.8,19.7,strongly_acidic,low,very_high,high,high_salinity,moist,poor
laterite,7.14,263.0,137.8,217.9,2106,82.5,26.7,neutral,very_high,very_high,very_high,very_high_salinity,waterlogged,fair
red,5.7,99.4,108.8,139.7,1958,68.8,38.7,slightly_acidic,medium,high,high,very_high_salinity,moist,good
laterite,5.78,103.5,108.8,96.1,328,69.4,14.2,slightly_acidic,medium,high,medium,low,moist,good
sandy,5.83,194.0,123.8,165.7,1002,12.6,41.0,slightly_acidic,very_high,very_high,very_high,high_salinity,very_dry,fair
alluvial,7.73,196.6,79.7,93.2,1965,26.7,16.1,slightly_alkaline,very_high,medium,medium,very_high_salinity,dry,fair
red,5.46,86.7,85.0,107.2,2183,37.3,33.7,strongly_acidic,medium,high,medium,very_high_salinity,dry,fair
black_cotton,6.5,27.6,111.2,202.6,782,93.2,12.1,neutral,very_low,very_high,very_high,normal,waterlogged,fair
alluvial,5.84,7.3,94.9,100.4,1270,85.8,22.2,slightly_acidic,very_low,high,medium,high_salinity,waterlogged,fair
red,5.47,287.0,80.9,123.8,562,66.1,32.4,strongly_acidic,very_high,high,high,normal,moist,good
black_cotton,7.9,226.3,13.1,104.8,375,78.2,32.2,slightly_alkaline,very_high,very_low,medium,low,moist,fair
black_cotton,5.75,33.4,70.5,65.6,2439,24.8,32.0,slightly_acidic,very_low,medium,low,very_high_salinity,dry,poor
alluvial,8.39,192.8,9.2,53.0,2139,56.4,38.5,slightly_alkaline,very_high,very_low,low,very_high_salinity,optimal,poor
sandy,4.92,167.9,41.0,214.8,2411,63.3,17.4,strongly_acidic,high,low,very_high,very_high_salinity,moist,poor
red,7.71,267.4,124.4,7.7,1029,80.0,29.7,slightly_alkaline,very_high,very_high,very_low,high_salinity,waterlogged,poor
sandy,5.03,186.8,58.2,81.6,1646,30.5,12.5,strongly_acidic,very_high,medium,medium,very_high_salinity,dry,poor
black_cotton,5.72,266.7,111.8,75.6,1890,45.3,26.3,slightly_acidic,very_high,very_high,medium,very_high_salinity,optimal,fair
red,8.36,103.3,5.8,103.1,1500,18.3,35.1,slightly_alkaline,medium,very_low,medium,very_high_salinity,very_dry,fair
red,7.77,269.3,123.5,215.9,1317,57.5,40.8,slightly_alkaline,very_high,very_high,very_high,high_salinity,optimal,fair
black_cotton,4.63,184.9,22.4,161.7,565,40.2,19.0,strongly_acidic,very_high,very_low,very_high,normal,optimal,poor
black_cotton,6.84,44.0,40.9,146.9,1526,81.5,10.0,neutral,low,low,high,very_high_salinity,waterlogged,fair
sandy,5.81,153.0,129.4,20.7,113,18.8,32.9,slightly_acidic,high,very_high,very_low,very_low,very_dry,fair
alluvial,8.73,224.2,71.3,170.5,2043,79.4,29.1,strongly_alkaline,very_high,medium,very_high,very_high_salinity,moist,poor
laterite,5.11,91.0,64.4,50.5,1709,50.2,11.2,strongly_acidic,medium,medium,low,very_high_salinity,optimal,poor
black_cotton,6.81,182.8,132.2,36.7,1200,32.2,26.9,neutral,very_high,very_high,very_low,high_salinity,dry,fair
alluvial,5.68,22.0,116.5,46.1,363,85.0,11.2,slightly_acidic,very_low,very_high,low,low,waterlogged,poor
red,8.7,167.7,114.0,138.0,2082,37.9,10.7,strongly_alkaline,high,very_high,high,very_high_salinity,dry,fair
red,6.78,63.3,23.5,96.6,1005,51.9,15.1,neutral,low,very_low,medium,high_salinity,optimal,fair
red,8.47,57.8,117.8,65.0,1877,69.9,26.4,slightly_alkaline,low,very_high,low,very_high_salinity,moist,poor
sandy,8.55,205.2,93.1,97.5,809,91.2,37.5,strongly_alkaline,very_high,high,medium,high_salinity,waterlogged,fair
sandy,6.41,48.8,132.6,195.2,988,31.3,15.0,slightly_acidic,low,very_high,very_high,high_salinity,dry,poor
black_cotton,7.19,263.9,96.2,197.0,1092,73.7,14.8,neutral,very_high,high,very_high,high_salinity,moist,good
laterite,6.22,255.6,8.0,92.6,2066,76.3,37.8,slightly_acidic,very_high,very_low,medium,very_high_salinity,moist,poor
sandy,7.13,243.4,51.8,65.5,462,30.2,21.3,neutral,very_high,low,low,normal,dry,fair
black_cotton,7.63,20.4,78.1,178.8,776,33.6,17.0,slightly_alkaline,very_low,medium,very_high,normal,dry,fair
red,7.66,295.5,95.8,67.7,1019,33.5,13.3,slightly_alkaline,very_high,high,low,high_salinity,dry,fair
laterite,5.03,137.9,105.9,32.1,1180,27.2,33.3,strongly_acidic,high,high,very_low,high_salinity,dry,fair
black_cotton,8.51,255.7,118.2,142.1,1499,22.7,21.5,strongly_alkaline,very_high,very_high,high,high_salinity,dry,fair
black_cotton,5.07,140.6,131.2,11.8,1397,65.7,17.2,strongly_acidic,high,very_high,very_low,high_salinity,moist,poor
alluvial,8.03,295.6,67.8,119.5,1148,14.6,28.5,slightly_alkaline,very_high,medium,high,high_salinity,very_dry,good
black_cotton,7.38,77.4,100.0,129.5,2405,22.4,24.3,neutral,low,high,high,very_high_salinity,dry,good
laterite,6.18,231.7,115.3,138.6,1479,82.0,39.9,slightly_acidic,very_high,very_high,high,high_salinity,waterlogged,fair
alluvial,8.87,273.2,36.5,70.5,871,6.9,35.7,strongly_alkaline,very_high,low,medium,high_salinity,very_dry,poor
alluvial,7.1,74.4,35.8,9.6,2202,82.0,38.3,neutral,low,low,very_low,very_high_salinity,waterlogged,poor
black_cotton,8.27,82.3,124.6,55.8,1991,49.1,31.3,slightly_alkaline,medium,very_high,low,very_high_salinity,optimal,fair
black_cotton,8.23,212.3,33.6,91.1,1778,91.0,35.5,slightly_alkaline,very_high,low,medium,very_high_salinity,waterlogged,fair
black_cotton,6.19,188.9,94.8,51.0,91,32.2,15.7,slightly_acidic,very_high,high,low,very_low,dry,fair
laterite,4.61,154.8,70.1,151.0,2220,69.3,12.0,strongly_acidic,high,medium,high,very_high_salinity,moist,fair
alluvial,5.67,186.5,36.0,107.5,442,50.3,38.7,slightly_acidic,very_high,low,medium,normal,optimal,fair
sandy,6.72,249.7,39.6,95.7,998,61.8,11.1,neutral,very_high,low,medium,high_salinity,moist,fair
black_cotton,5.05,272.3,119.7,53.2,1631,22.0,17.4,strongly_acidic,very_high,very_high,low,very_high_salinity,dry,poor
laterite,8.49,5.6,75.1,190.1,1391,30.7,21.3,slightly_alkaline,very_low,medium,very_high,high_salinity,dry,fair
sandy,8.76,165.3,102.8,212.0,2252,70.2,32.9,strongly_alkaline,high,high,very_high,very_high_salinity,moist,fair
red,4.58,261.9,123.7,199.0,2277,44.6,16.9,strongly_acidic,very_high,very_high,very_high,very_high_salinity,optimal,poor
red,4.83,26.1,57.3,213.7,759,75.0,35.8,strongly_acidic,very_low,medium,very_high,normal,moist,fair
red,6.96,217.5,51.2,27.6,670,52.9,40.6,neutral,very_high,low,very_low,normal,optimal,fair
black_cotton,6.57,65.1,33.3,98.2,674,7.8,36.7,neutral,low,low,medium,normal,very_dry,good
laterite,6.35,80.4,137.0,165.3,216,89.4,17.4,slightly_acidic,medium,very_high,very_high,low,waterlogged,fair
laterite,5.06,62.7,34.9,192.8,613,66.0,34.0,strongly_acidic,low,low,very_high,normal,moist,poor
black_cotton,8.19,260.6,119.1,130.4,1904,55.8,31.4,slightly_alkaline,very_high,very_high,high,very_high_salinity,optimal,fair
sandy,6.03,190.2,107.7,164.1,680,56.3,31.8,slightly_acidic,very_high,high,very_high,normal,optimal,good
sandy,6.1,149.5,103.0,136.1,737,24.1,36.2,slightly_acidic,high,high,high,normal,dry,excellent
alluvial,8.44,206.4,121.3,156.1,816,91.7,32.4,slightly_alkaline,very_high,very_high,high,high_salinity,waterlogged,fair
laterite,6.23,171.2,52.1,23.8,254,63.2,20.6,slightly_acidic,high,low,very_low,low,moist,fair
alluvial,5.62,69.6,88.1,81.9,647,40.1,41.3,slightly_acidic,low,high,medium,normal,optimal,good
laterite,6.66,291.6,58.7,82.9,1635,69.6,36.3,neutral,very_high,medium,medium,very_high_salinity,moist,fair
red,8.65,215.8,10.5,33.9,222,7.1,20.6,strongly_alkaline,very_high,very_low,very_low,low,very_dry,poor
alluvial,5.86,240.5,67.1,70.9,1423,67.1,33.7,slightly_acidic,very_high,medium,medium,high_salinity,moist,fair
laterite,7.42,178.3,10.3,177.9,2368,15.9,20.5,neutral,high,very_low,very_high,very_high_salinity,very_dry,fair
sandy,5.39,107.7,92.6,173.2,1181,57.8,13.0,strongly_acidic,medium,high,very_high,high_salinity,optimal,fair
sandy,7.59,162.9,66.4,14.9,1539,7.4,15.7,slightly_alkaline,high,medium,very_low,very_high_salinity,very_dry,fair
red,5.04,171.7,9.4,198.3,1086,67.4,21.2,strongly_acidic,high,very_low,very_high,high_salinity,moist,poor
alluvial,8.74,61.4,63.4,67.2,1470,51.1,23.3,strongly_alkaline,low,medium,low,high_salinity,optimal,poor
sandy,6.56,134.7,121.2,28.8,1322,7.1,34.4,neutral,high,very_high,very_low,high_salinity,very_dry,fair
red,6.62,28.6,94.8,99.9,2057,16.6,30.7,neutral,very_low,high,medium,very_high_salinity,very_dry,fair
red,6.73,238.6,22.1,148.2,505,18.9,30.3,neutral,very_high,very_low,high,normal,very_dry,good
laterite,5.74,291.1,129.6,159.3,683,39.8,23.2,slightly_acidic,very_high,very_high,high,normal,dry,good
red,6.28,222.5,108.0,125.6,1290,75.9,14.1,slightly_acidic,very_high,high,high,high_salinity,moist,good
black_cotton,7.79,135.6,91.5,71.1,1190,19.5,22.4,slightly_alkaline,high,high,medium,high_salinity,very_dry,good
laterite,5.32,123.0,85.5,115.3,1600,54.8,31.8,strongly_acidic,high,high,high,very_high_salinity,optimal,fair
alluvial,7.51,144.3,125.4,54.9,2223,46.9,13.5,slightly_alkaline,high,very_high,low,very_high_salinity,optimal,fair
black_cotton,6.3,130.7,80.5,155.2,1501,61.9,32.2,slightly_acidic,high,high,high,very_high_salinity,moist,good
sandy,8.67,84.8,85.7,75.3,485,11.6,12.7,strongly_alkaline,medium,high,medium,normal,very_dry,good
sandy,5.37,129.4,33.3,200.6,2406,54.2,27.0,strongly_acidic,high,low,very_high,very_high_salinity,optimal,poor
laterite,8.75,34.9,104.0,159.8,2150,6.2,20.2,strongly_alkaline,very_low,high,high,very_high_salinity,very_dry,fair
sandy,6.07,86.2,34.9,38.6,1085,11.3,41.2,slightly_acidic,medium,low,very_low,high_salinity,very_dry,poor
laterite,7.96,171.9,91.3,50.4,86,9.4,38.8,slightly_alkaline,high,high,low,very_low,very_dry,good
laterite,6.48,289.1,86.7,206.9,1198,48.1,29.3,slightly_acidic,very_high,high,very_high,high_salinity,optimal,fair
alluvial,7.97,256.4,20.0,201.5,1874,32.6,19.0,slightly_alkaline,very_high,very_low,very_high,very_high_salinity,dry,poor
red,6.39,158.0,128.1,91.1,2052,36.6,24.7,slightly_acidic,high,very_high,medium,very_high_salinity,dry,fair
black_cotton,8.15,26.9,96.6,55.4,120,32.7,10.0,slightly_alkaline,very_low,high,low,very_low,dry,fair
laterite,7.47,157.8,125.2,93.6,650,15.2,19.9,neutral,high,very_high,medium,normal,very_dry,excellent
sandy,8.77,55.7,41.0,119.1,2320,88.1,26.3,strongly_alkaline,low,low,high,very_high_salinity,waterlogged,poor
black_cotton,5.17,113.1,119.8,157.5,2002,59.7,20.9,strongly_acidic,medium,very_high,high,very_high_salinity,optimal,fair
sandy,8.25,290.8,65.4,83.4,760,75.1,32.2,slightly_alkaline,very_high,medium,medium,normal,moist,good
black_cotton,5.62,274.9,63.4,68.4,1957,62.9,12.9,slightly_acidic,very_high,medium,low,very_high_salinity,moist,poor
sandy,8.07,203.6,121.0,60.2,711,58.7,36.5,slightly_alkaline,very_high,very_high,low,normal,optimal,fair
black_cotton,6.58,127.7,43.4,91.7,1720,32.5,16.9,neutral,high,low,medium,very_high_salinity,dry,fair
black_cotton,8.78,181.1,9.2,178.4,2209,15.0,39.2,strongly_alkaline,very_high,very_low,very_high,very_high_salinity,very_dry,poor
red,7.72,153.0,97.7,121.7,338,30.9,10.8,slightly_alkaline,high,high,high,low,dry,excellent
red,8.99,162.4,102.1,52.4,1200,30.1,16.0,strongly_alkaline,high,high,low,high_salinity,dry,fair
laterite,4.61,139.7,23.3,217.5,1190,19.9,25.8,strongly_acidic,high,very_low,very_high,high_salinity,very_dry,poor
black_cotton,8.99,287.4,114.7,42.4,1296,31.4,17.7,strongly_alkaline,very_high,very_high,low,high_salinity,dry,poor
alluvial,4.51,54.9,125.8,184.7,1674,52.4,23.0,strongly_acidic,low,very_high,very_high,very_high_salinity,optimal,poor
sandy,7.94,43.6,51.8,83.6,333,74.5,11.8,slightly_alkaline,low,low,medium,low,moist,fair
alluvial,7.6,275.1,12.9,117.6,1864,45.0,34.7,slightly_alkaline,very_high,very_low,high,very_high_salinity,optimal,fair
alluvial,6.79,245.9,114.7,101.0,2327,9.2,34.1,neutral,very_high,very_high,medium,very_high_salinity,very_dry,fair
red,7.41,285.4,138.9,164.8,780,63.0,31.5,neutral,very_high,very_high,very_high,normal,moist,good
sandy,4.74,199.2,38.2,123.0,1965,19.6,25.1,strongly_acidic,very_high,low,high,very_high_salinity,very_dry,poor
laterite,6.45,272.9,117.5,99.6,1665,77.7,34.2,slightly_acidic,very_high,very_high,medium,very_high_salinity,moist,fair
sandy,8.35,226.0,66.9,39.8,1763,32.4,18.9,slightly_alkaline,very_high,medium,very_low,very_high_salinity,dry,poor
sandy,5.29,146.8,31.4,168.8,692,5.7,20.6,strongly_acidic,high,low,very_high,normal,very_dry,fair
black_cotton,7.31,75.4,105.1,189.9,2488,10.0,24.8,neutral,low,high,very_high,very_high_salinity,very_dry,fair
sandy,6.96,67.1,40.8,157.7,668,74.8,39.5,neutral,low,low,high,normal,moist,good
sandy,5.51,263.4,83.3,148.8,105,12.0,39.1,slightly_acidic,very_high,high,high,very_low,very_dry,good
laterite,6.48,71.5,37.4,210.6,2441,94.9,13.9,slightly_acidic,low,low,very_high,very_high_salinity,waterlogged,poor
black_cotton,7.68,297.9,111.5,173.7,236,5.9,26.9,slightly_alkaline,very_high,very_high,very_high,low,very_dry,fair
black_cotton,8.91,145.7,49.0,144.1,2457,23.5,12.7,strongly_alkaline,high,low,high,very_high_salinity,dry,fair
alluvial,6.81,96.3,70.8,175.0,1587,11.4,13.2,neutral,medium,medium,very_high,very_high_salinity,very_dry,fair
alluvial,6.08,9.4,39.4,159.8,1064,32.0,20.5,slightly_acidic,very_low,low,high,high_salinity,dry,poor
black_cotton,8.1,193.4,86.2,29.1,2104,75.9,40.4,slightly_alkaline,very_high,high,very_low,very_high_salinity,moist,fair
laterite,5.65,31.7,74.9,55.3,1250,49.2,29.0,slightly_acidic,very_low,medium,low,high_salinity,optimal,poor
sandy,5.17,209.2,39.3,82.6,2397,67.1,26.1,strongly_acidic,very_high,low,medium,very_high_salinity,moist,poor
black_cotton,8.94,78.5,11.9,74.3,2387,81.3,24.7,strongly_alkaline,low,very_low,medium,very_high_salinity,waterlogged,poor
red,6.46,195.2,116.8,6.2,262,60.2,22.9,slightly_acidic,very_high,very_high,very_low,low,moist,poor
alluvial,5.07,217.5,14.6,49.2,2470,61.6,20.7,strongly_acidic,very_high,very_low,low,very_high_salinity,moist,very_poor
sandy,6.75,109.8,105.3,162.3,743,19.0,17.0,neutral,medium,high,very_high,normal,very_dry,excellent
red,5.37,6.1,22.9,8.0,180,70.3,35.1,strongly_acidic,very_low,very_low,very_low,very_low,moist,very_poor
red,8.43,227.8,105.8,214.1,1832,30.7,36.0,slightly_alkaline,very_high,high,very_high,very_high_salinity,dry,fair
red,6.99,90.2,106.6,85.4,1582,59.7,41.0,neutral,medium,high,medium,very_high_salinity,optimal,good
red,6.61,49.4,22.2,38.9,1913,51.6,15.3,neutral,low,very_low,very_low,very_high_salinity,optimal,poor
laterite,7.88,190.3,126.5,70.1,526,27.7,29.5,slightly_alkaline,very_high,very_high,medium,normal,dry,good
red,7.81,55.9,56.4,111.0,2495,40.6,16.8,slightly_alkaline,low,medium,high,very_high_salinity,optimal,fair
laterite,8.94,209.0,68.4,29.4,119,9.7,27.5,strongly_alkaline,very_high,medium,very_low,very_low,very_dry,poor
sandy,8.59,54.8,86.9,182.1,1493,73.1,20.8,strongly_alkaline,low,high,very_high,high_salinity,moist,fair
sandy,5.09,213.7,27.9,149.5,1879,40.6,38.1,strongly_acidic,very_high,very_low,high,very_high_salinity,optimal,poor
red,8.72,73.9,116.4,77.4,2163,66.3,32.3,strongly_alkaline,low,very_high,medium,very_high_salinity,moist,poor
laterite,8.33,115.9,71.9,141.6,670,68.4,31.9,slightly_alkaline,medium,medium,high,normal,moist,excellent
laterite,7.25,19.7,133.4,131.8,1148,47.9,18.6,neutral,very_low,very_high,high,high_salinity,optimal,fair
laterite,5.44,133.6,39.1,27.6,738,74.7,20.4,strongly_acidic,high,low,very_low,normal,moist,fair
sandy,6.71,271.4,40.5,80.9,416,82.4,34.5,neutral,very_high,low,medium,normal,waterlogged,good
laterite,8.08,187.0,104.3,68.0,784,79.5,27.3,slightly_alkaline,very_high,high,low,normal,moist,good
black_cotton,4.67,276.7,30.0,155.5,1339,9.2,32.5,strongly_acidic,very_high,low,high,high_salinity,very_dry,poor
sandy,7.22,281.0,111.8,182.3,289,7.2,23.4,neutral,very_high,very_high,very_high,low,very_dry,fair
sandy,5.47,284.0,105.5,201.8,814,49.6,15.0,strongly_acidic,very_high,high,very_high,high_salinity,optimal,fair
black_cotton,8.91,173.6,102.3,132.8,585,5.1,23.7,strongly_alkaline,high,high,high,normal,very_dry,excellent
black_cotton,7.46,201.3,16.6,148.0,1761,70.0,30.0,neutral,very_high,very_low,high,very_high_salinity,moist,fair
black_cotton,7.34,12.3,139.6,16.2,1231,33.9,34.7,neutral,very_low,very_high,very_low,high_salinity,dry,poor
alluvial,4.56,64.0,39.5,127.5,991,23.0,28.3,strongly_acidic,low,low,high,high_salinity,dry,poor
black_cotton,6.75,101.7,107.8,154.0,1503,49.2,17.0,neutral,medium,high,high,very_high_salinity,optimal,good
alluvial,5.17,145.7,45.8,208.3,1586,86.1,16.1,strongly_acidic,high,low,very_high,very_high_salinity,waterlogged,poor
laterite,7.7,190.0,17.3,105.0,233,59.2,41.6,slightly_alkaline,very_high,very_low,medium,low,optimal,fair
alluvial,8.41,278.9,76.9,40.7,1029,24.2,37.1,slightly_alkaline,very_high,medium,low,high_salinity,dry,fair
sandy,5.83,255.9,31.4,187.5,1152,83.7,37.3,slightly_acidic,very_high,low,very_high,high_salinity,waterlogged,poor
black_cotton,8.6,22.3,40.8,40.7,1609,49.2,23.5,strongly_alkaline,very_low,low,low,very_high_salinity,optimal,very_poor
sandy,8.1,112.5,66.0,57.3,1330,43.9,24.4,slightly_alkaline,medium,medium,low,high_salinity,optimal,fair
