crop,growth_stage,soil_type,nitrogen_n,phosphorus_p,potassium_k,n_status,p_status,k_status,moisture,soil_temperature,land_area_acres,fertilizer_name,dose_kg_per_acre,total_dose_kg,application_timing,notes
urad,germination,black_cotton,190.4,114.1,101.6,high,high,high,50.5,37.6,6.7,Rhizobium Biofert,5.0,33.5,Apply at sowing time or within first 7 DAS,Seed inoculation
linseed,pre_sowing,black_cotton,115.5,56.1,26.7,high,medium,low,28.5,12.4,7.5,DAP + MOP,25.0,187.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
jowar_rabi,pre_sowing,laterite,13.1,83.8,102.7,low,high,high,35.2,31.6,4.3,DAP + MOP,9.0,38.7,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P and K basal
tur_arhar,vegetative,laterite,157.9,99.3,43.0,high,high,low,76.1,31.7,1.2,Urea,6.0,7.2,Top dress at 20-30 DAS; broadcast and irrigate,Light N if pale
grapes,grain_fill,red,243.1,58.4,127.2,high,medium,high,64.1,29.1,2.4,MOP,10.0,24.0,Foliar spray or side dress during grain/fruit development,Maturity
jowar_rabi,pre_sowing,red,252.8,26.0,87.5,high,low,medium,25.7,26.1,9.4,DAP + MOP,36.0,338.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P and K basal
chilli,flowering,laterite,125.0,46.7,37.7,high,medium,low,41.9,23.1,3.3,19:19:19 NPK,11.2,37.0,Apply at flower bud initiation; avoid leaf contact,Fruit set
moong_kharif,germination,alluvial,162.5,98.3,171.9,high,high,high,35.4,14.3,4.2,Rhizobium Biofert,5.0,21.0,Apply at sowing time or within first 7 DAS,Seed treatment
orange,grain_fill,sandy,262.6,65.1,140.8,high,medium,high,74.8,22.9,5.2,MOP + Micronutrient,10.0,52.0,Foliar spray or side dress during grain/fruit development,Fruit color + quality
jowar_rabi,vegetative,laterite,243.2,65.9,163.6,high,medium,high,26.3,26.0,6.6,Urea,12.0,79.2,Top dress at 20-30 DAS; broadcast and irrigate,Split N top dress
banana,pre_sowing,black_cotton,74.0,78.6,180.3,medium,medium,high,49.9,18.1,8.5,DAP + MOP,30.0,255.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Heavy K feeder; high basal
soybean,germination,red,199.0,116.2,62.1,high,high,medium,44.4,22.8,3.4,Rhizobium Biofert,5.0,17.0,Apply at sowing time or within first 7 DAS,Seed treatment reduces N requirement
cucumber,vegetative,alluvial,200.1,53.8,154.7,high,medium,high,28.6,31.5,2.5,Urea,9.0,22.5,Top dress at 20-30 DAS; broadcast and irrigate,Growth boost
chickpea,pre_sowing,red,249.2,96.9,56.3,high,high,medium,74.8,17.2,9.5,SSP + MOP,12.0,114.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N; P and K basal
turmeric,grain_fill,black_cotton,209.1,51.4,44.8,high,medium,low,56.3,25.4,7.3,MOP,25.0,182.5,Foliar spray or side dress during grain/fruit development,Curcumin synthesis
rabi_maize,vegetative,red,84.2,98.5,101.4,medium,high,high,40.3,34.8,4.4,Urea,25.0,110.0,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
jowar_kharif,flowering,alluvial,158.4,88.9,58.9,high,high,medium,34.1,37.9,9.4,Urea,9.0,84.6,Apply at flower bud initiation; avoid leaf contact,Second top dress
tomato,pre_sowing,black_cotton,250.9,34.8,55.3,high,low,medium,62.7,35.7,3.3,DAP + MOP,48.0,158.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
cotton,grain_fill,laterite,38.5,28.7,146.2,low,low,high,23.8,16.3,7.5,MOP,7.5,56.2,Foliar spray or side dress during grain/fruit development,Fibre quality
orange,pre_sowing,red,135.3,64.5,90.0,high,medium,medium,43.5,21.5,1.2,DAP + MOP,35.0,42.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Post-harvest dose
orange,flowering,sandy,59.3,114.7,131.2,medium,high,high,51.7,22.0,7.9,Urea,20.0,158.0,Apply at flower bud initiation; avoid leaf contact,Flush growth
maize_kharif,grain_fill,red,80.8,30.6,79.5,medium,low,medium,61.9,32.2,9.7,MOP,10.0,97.0,Foliar spray or side dress during grain/fruit development,Cob development
banana,vegetative,alluvial,58.6,62.9,69.5,medium,medium,medium,21.8,24.6,6.9,Urea + MOP,50.0,345.0,Top dress at 20-30 DAS; broadcast and irrigate,Sword sucker stage
rice,vegetative,black_cotton,61.4,83.3,195.7,medium,high,high,38.9,18.4,1.4,Urea,22.0,30.8,Top dress at 20-30 DAS; broadcast and irrigate,25-30 DAS tillering
pomegranate,pre_sowing,red,189.0,31.9,140.1,high,low,high,28.0,36.5,8.7,DAP + MOP,21.0,182.7,"Apply 7 days before sowing, mix into topsoil 10-15cm",Pre-bloom
tomato,pre_sowing,laterite,273.7,52.5,68.8,high,medium,medium,48.2,18.3,4.5,DAP + MOP,40.0,180.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
tur_arhar,flowering,red,34.7,85.5,193.5,low,high,high,74.8,36.8,5.8,MOP,5.0,29.0,Apply at flower bud initiation; avoid leaf contact,Pod setting
rice,grain_fill,sandy,51.0,108.6,116.9,medium,high,high,72.0,18.1,6.0,MOP,6.0,36.0,Foliar spray or side dress during grain/fruit development,Grain filling stage
watermelon,pre_sowing,red,44.0,72.1,83.3,medium,medium,medium,63.8,36.7,7.3,DAP + MOP,30.0,219.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
jowar_kharif,vegetative,alluvial,50.0,27.8,138.2,medium,low,high,37.2,25.8,8.9,Urea,20.0,178.0,Top dress at 20-30 DAS; broadcast and irrigate,Top dress after 3-4 weeks
jowar_kharif,vegetative,laterite,30.3,50.1,174.0,low,medium,high,65.6,15.9,9.6,Urea,26.0,249.6,Top dress at 20-30 DAS; broadcast and irrigate,Top dress after 3-4 weeks
jowar_rabi,pre_sowing,red,82.8,107.4,122.3,medium,high,high,28.6,16.4,5.4,DAP + MOP,9.0,48.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P and K basal
cucumber,pre_sowing,black_cotton,96.1,89.8,82.3,high,high,medium,34.3,32.0,0.9,DAP + MOP,15.0,13.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
banana,flowering,black_cotton,152.6,23.8,176.7,high,low,high,32.1,16.8,2.2,Urea + MOP,13.5,29.7,Apply at flower bud initiation; avoid leaf contact,Bunch initiation
rabi_maize,pre_sowing,alluvial,177.8,90.6,50.5,high,high,medium,20.1,16.0,4.3,DAP + MOP,21.0,90.3,"Apply 7 days before sowing, mix into topsoil 10-15cm",Same as kharif maize
onion,grain_fill,alluvial,151.2,69.9,188.4,high,medium,high,56.8,23.3,4.2,MOP,7.5,31.5,Foliar spray or side dress during grain/fruit development,Bulb development
chickpea,pre_sowing,black_cotton,11.8,98.7,87.7,low,high,medium,41.6,22.7,1.5,SSP + MOP,12.0,18.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N; P and K basal
maize_kharif,flowering,black_cotton,107.1,44.0,179.4,high,low,high,23.6,16.2,4.0,Urea,12.0,48.0,Apply at flower bud initiation; avoid leaf contact,Tasselling stage
jowar_rabi,pre_sowing,black_cotton,22.5,40.9,167.0,low,low,high,38.6,18.9,8.5,DAP + MOP,18.0,153.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P and K basal
sugarcane,vegetative,alluvial,157.1,75.9,32.0,high,medium,low,46.2,17.7,7.0,Urea + MOP,37.5,262.5,Top dress at 20-30 DAS; broadcast and irrigate,Grand growth period
moong_rabi,flowering,laterite,96.9,36.9,161.6,high,low,high,22.0,17.4,1.2,MOP,4.0,4.8,Apply at flower bud initiation; avoid leaf contact,Pod fill
orange,pre_sowing,alluvial,92.1,57.0,182.3,high,medium,high,38.8,34.3,9.5,DAP + MOP,17.5,166.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Post-harvest dose
orange,grain_fill,red,72.4,52.2,157.1,medium,medium,high,40.9,26.5,1.1,MOP + Micronutrient,10.0,11.0,Foliar spray or side dress during grain/fruit development,Fruit color + quality
tur_arhar,pre_sowing,sandy,201.2,72.0,36.6,high,medium,low,51.0,17.1,3.1,SSP + MOP,27.5,85.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N; P+K basal
maize_kharif,vegetative,laterite,176.6,27.8,184.4,high,low,high,32.9,34.2,2.7,Urea,15.0,40.5,Top dress at 20-30 DAS; broadcast and irrigate,Knee high stage N
cotton,flowering,red,224.2,74.0,170.0,high,medium,high,28.8,15.2,3.5,Urea,15.0,52.5,Apply at flower bud initiation; avoid leaf contact,Boll development
rabi_maize,pre_sowing,alluvial,76.0,49.3,85.4,medium,medium,medium,32.8,18.8,6.0,DAP + MOP,35.0,210.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Same as kharif maize
sesame,vegetative,laterite,88.6,58.5,161.5,medium,medium,high,26.2,30.6,1.1,Urea,12.0,13.2,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
onion,harvest,sandy,112.8,20.5,140.6,high,low,high,40.6,19.8,6.0,NO FERTILIZER,0.0,0.0,Do not apply; withholding period required,Stop 3 weeks before harvest
grapes,vegetative,laterite,231.8,113.8,171.0,high,high,high,46.3,27.4,3.9,Urea,12.0,46.8,Top dress at 20-30 DAS; broadcast and irrigate,Shoot growth
safflower,vegetative,black_cotton,84.7,47.5,69.9,medium,medium,medium,48.8,13.1,2.8,Urea,15.0,42.0,Top dress at 20-30 DAS; broadcast and irrigate,Rosette stage
turmeric,vegetative,alluvial,264.8,40.1,190.8,high,low,high,40.6,34.8,6.3,Urea + MOP,9.0,56.7,Top dress at 20-30 DAS; broadcast and irrigate,Rhizome development
chilli,grain_fill,red,77.8,74.7,72.6,medium,medium,medium,58.3,20.1,9.6,MOP,12.0,115.2,Foliar spray or side dress during grain/fruit development,Pungency development
tomato,vegetative,laterite,236.8,104.5,131.9,high,high,high,20.4,18.3,7.4,Urea,12.0,88.8,Top dress at 20-30 DAS; broadcast and irrigate,Vegetative growth
maize_kharif,grain_fill,red,227.3,39.9,117.7,high,low,high,42.6,26.8,6.1,MOP,5.0,30.5,Foliar spray or side dress during grain/fruit development,Cob development
groundnut,germination,sandy,171.3,36.9,38.6,high,low,low,44.4,18.7,8.0,Rhizobium Biofert,5.0,40.0,Apply at sowing time or within first 7 DAS,Seed inoculation
grapes,vegetative,sandy,50.4,88.2,37.2,medium,high,low,70.1,20.6,1.6,Urea,20.0,32.0,Top dress at 20-30 DAS; broadcast and irrigate,Shoot growth
maize_kharif,vegetative,alluvial,114.3,100.3,102.6,high,high,high,35.6,31.3,7.5,Urea,15.0,112.5,Top dress at 20-30 DAS; broadcast and irrigate,Knee high stage N
tur_arhar,pre_sowing,black_cotton,25.8,84.4,75.8,low,high,medium,54.0,24.8,5.5,SSP + MOP,13.2,72.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N; P+K basal
groundnut,grain_fill,alluvial,29.8,33.4,124.1,low,low,high,65.6,28.9,3.6,MOP,5.0,18.0,Foliar spray or side dress during grain/fruit development,Kernel filling
turmeric,vegetative,sandy,238.4,34.1,188.9,high,low,high,71.2,15.7,9.2,Urea + MOP,9.0,82.8,Top dress at 20-30 DAS; broadcast and irrigate,Rhizome development
safflower,flowering,sandy,92.5,70.4,85.7,high,medium,medium,26.5,23.7,6.0,Urea,6.0,36.0,Apply at flower bud initiation; avoid leaf contact,Capitulum stage
chilli,pre_sowing,black_cotton,172.2,33.1,63.1,high,low,medium,54.9,17.0,8.4,DAP + MOP,42.0,352.8,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
sesame,vegetative,black_cotton,96.1,35.8,42.8,high,low,low,26.2,21.3,9.7,Urea,7.2,69.8,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
mustard,flowering,red,79.5,84.8,95.8,medium,high,medium,74.1,13.5,5.3,Urea,10.0,53.0,Apply at flower bud initiation; avoid leaf contact,Booster
chilli,flowering,red,125.7,30.4,148.8,high,low,high,24.2,16.8,0.7,19:19:19 NPK,4.5,3.1,Apply at flower bud initiation; avoid leaf contact,Fruit set
banana,pre_sowing,alluvial,141.9,21.9,169.4,high,low,high,31.8,30.1,2.4,DAP + MOP,36.0,86.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Heavy K feeder; high basal
tomato,pre_sowing,sandy,169.2,24.5,95.3,high,low,medium,50.7,27.3,4.0,DAP + MOP,48.0,192.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
moong_kharif,pre_sowing,laterite,252.0,105.0,33.4,high,high,low,43.9,28.5,3.1,SSP + MOP,13.5,41.9,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N legume
grapes,pre_sowing,laterite,276.5,23.1,140.9,high,low,high,74.5,18.7,8.7,DAP + MOP,18.0,156.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Pruning time dose
watermelon,grain_fill,laterite,142.6,95.7,56.0,high,high,medium,39.7,34.7,9.3,MOP,15.0,139.5,Foliar spray or side dress during grain/fruit development,Fruit sweetness
pomegranate,pre_sowing,black_cotton,102.0,34.4,93.8,high,low,medium,40.8,28.0,8.9,DAP + MOP,42.0,373.8,"Apply 7 days before sowing, mix into topsoil 10-15cm",Pre-bloom
banana,pre_sowing,black_cotton,92.8,32.2,72.6,high,low,medium,66.1,14.1,8.6,DAP + MOP,72.0,619.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Heavy K feeder; high basal
maize_kharif,pre_sowing,alluvial,58.7,84.5,161.1,medium,high,high,70.6,33.5,9.1,DAP + MOP,10.5,95.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N basal
jowar_rabi,vegetative,laterite,55.0,71.7,134.0,medium,medium,high,55.7,20.1,2.7,Urea,20.0,54.0,Top dress at 20-30 DAS; broadcast and irrigate,Split N top dress
cucumber,pre_sowing,alluvial,242.2,91.1,105.1,high,high,high,75.2,29.1,2.6,DAP + MOP,7.5,19.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
sunflower_kharif,pre_sowing,laterite,185.8,70.0,74.3,high,medium,medium,66.8,37.7,2.7,DAP + MOP,30.0,81.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
jowar_kharif,pre_sowing,sandy,132.3,29.9,112.5,high,low,high,71.6,18.6,6.0,DAP,30.0,180.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P and N
linseed,vegetative,red,223.0,23.0,177.8,high,low,high,26.3,35.7,5.8,Urea,7.2,41.8,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
safflower,vegetative,red,110.5,53.5,88.1,high,medium,medium,22.8,21.6,5.2,Urea,9.0,46.8,Top dress at 20-30 DAS; broadcast and irrigate,Rosette stage
sugarcane,vegetative,alluvial,128.0,53.0,165.8,high,medium,high,68.3,37.2,3.9,Urea + MOP,15.0,58.5,Top dress at 20-30 DAS; broadcast and irrigate,Grand growth period
turmeric,vegetative,laterite,36.0,37.3,163.4,low,low,high,62.9,20.6,8.7,Urea + MOP,19.5,169.6,Top dress at 20-30 DAS; broadcast and irrigate,Rhizome development
urad,flowering,black_cotton,118.0,116.9,51.0,high,high,medium,67.6,34.6,7.2,MOP,8.0,57.6,Apply at flower bud initiation; avoid leaf contact,Pod development
rice,grain_fill,alluvial,220.5,49.9,73.6,high,medium,medium,74.9,24.6,3.4,MOP,12.0,40.8,Foliar spray or side dress during grain/fruit development,Grain filling stage
rabi_maize,vegetative,alluvial,231.4,23.7,72.4,high,low,medium,57.2,24.8,6.8,Urea,15.0,102.0,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
cotton,pre_sowing,red,265.8,108.8,177.9,high,high,high,58.1,29.3,4.3,DAP + MOP,12.0,51.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal: 25N 25P 25K
tur_arhar,germination,sandy,161.1,111.5,193.8,high,high,high,22.3,16.7,7.5,Rhizobium Biofert,5.0,37.5,Apply at sowing time or within first 7 DAS,Seed treatment
urad,germination,sandy,278.6,112.2,138.5,high,high,high,49.3,16.7,5.3,Rhizobium Biofert,5.0,26.5,Apply at sowing time or within first 7 DAS,Seed inoculation
soybean,flowering,red,103.0,82.1,198.0,high,high,high,80.0,34.3,5.4,MOP,5.0,27.0,Apply at flower bud initiation; avoid leaf contact,K boost for pod setting
urad,germination,sandy,212.2,103.1,175.9,high,high,high,27.2,30.9,2.8,Rhizobium Biofert,5.0,14.0,Apply at sowing time or within first 7 DAS,Seed inoculation
banana,grain_fill,alluvial,227.7,21.6,63.7,high,low,medium,31.9,38.0,4.3,MOP,40.0,172.0,Foliar spray or side dress during grain/fruit development,Bunch filling
watermelon,grain_fill,laterite,28.7,41.9,124.4,low,low,high,67.4,35.4,8.2,MOP,7.5,61.5,Foliar spray or side dress during grain/fruit development,Fruit sweetness
grapes,vegetative,sandy,247.3,110.8,80.7,high,high,medium,33.6,26.8,1.8,Urea,12.0,21.6,Top dress at 20-30 DAS; broadcast and irrigate,Shoot growth
tomato,vegetative,sandy,266.0,58.1,24.9,high,medium,low,76.7,35.3,0.8,Urea,12.0,9.6,Top dress at 20-30 DAS; broadcast and irrigate,Vegetative growth
safflower,pre_sowing,red,176.3,96.9,56.1,high,high,medium,31.5,24.4,5.6,DAP + MOP,15.0,84.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
rabi_maize,pre_sowing,black_cotton,105.9,51.7,76.2,high,medium,medium,56.6,19.0,8.5,DAP + MOP,35.0,297.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Same as kharif maize
moong_kharif,pre_sowing,black_cotton,93.9,88.8,135.4,high,high,high,64.8,15.3,8.6,SSP + MOP,5.4,46.4,"Apply 7 days before sowing, mix into topsoil 10-15cm",Low N legume
rice,flowering,alluvial,160.6,63.6,67.5,high,medium,medium,54.8,30.7,7.2,Urea + MOP,12.0,86.4,Apply at flower bud initiation; avoid leaf contact,Panicle initiation
onion,pre_sowing,red,199.4,26.5,81.6,high,low,medium,72.1,23.9,5.3,DAP + MOP,42.0,222.6,"Apply 7 days before sowing, mix into topsoil 10-15cm",Full P+K; half N
soybean,vegetative,red,106.9,59.6,92.0,high,medium,medium,31.3,19.0,7.4,Urea,7.2,53.3,Top dress at 20-30 DAS; broadcast and irrigate,Top dress if N deficiency observed
sugarcane,vegetative,red,97.0,90.3,154.5,high,high,high,51.0,25.3,2.0,Urea + MOP,15.0,30.0,Top dress at 20-30 DAS; broadcast and irrigate,Grand growth period
soybean,grain_fill,sandy,142.0,27.1,126.3,high,low,high,70.5,34.2,2.9,Micronutrient Mix,5.0,14.5,Foliar spray or side dress during grain/fruit development,Zinc + Boron foliar spray
turmeric,pre_sowing,red,273.1,45.5,147.5,high,medium,high,48.7,37.4,6.7,DAP + MOP,20.0,134.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",High K demand
urad,pre_sowing,alluvial,120.4,23.2,52.8,high,low,medium,63.0,25.7,7.2,SSP + MOP,21.6,155.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P+K
pomegranate,flowering,alluvial,201.2,63.1,58.5,high,medium,medium,77.1,20.1,7.3,Urea + MOP,18.0,131.4,Apply at flower bud initiation; avoid leaf contact,Fruit set
moong_kharif,germination,alluvial,83.8,44.3,187.5,medium,low,high,33.2,20.5,8.2,Rhizobium Biofert,5.0,41.0,Apply at sowing time or within first 7 DAS,Seed treatment
wheat,flowering,red,171.9,61.6,94.3,high,medium,medium,40.3,29.9,3.9,Urea,6.0,23.4,Apply at flower bud initiation; avoid leaf contact,Grain initiation
cucumber,flowering,red,133.0,59.8,76.4,high,medium,medium,46.7,30.7,8.5,MOP,12.0,102.0,Apply at flower bud initiation; avoid leaf contact,Fruit quality
mustard,vegetative,sandy,171.8,82.8,20.7,high,high,low,30.6,21.3,3.7,Urea,10.8,40.0,Top dress at 20-30 DAS; broadcast and irrigate,Top dress at 20 DAS
grapes,flowering,sandy,222.1,89.1,52.5,high,high,medium,29.4,33.2,1.5,13:00:45 NPK,9.0,13.5,Apply at flower bud initiation; avoid leaf contact,Berry set
soybean,germination,laterite,276.0,109.4,178.5,high,high,high,57.7,17.4,3.4,Rhizobium Biofert,5.0,17.0,Apply at sowing time or within first 7 DAS,Seed treatment reduces N requirement
pomegranate,pre_sowing,laterite,264.2,101.8,93.4,high,high,medium,48.4,23.5,9.1,DAP + MOP,21.0,191.1,"Apply 7 days before sowing, mix into topsoil 10-15cm",Pre-bloom
maize_kharif,grain_fill,sandy,226.8,92.1,119.5,high,high,high,76.3,23.3,1.8,MOP,5.0,9.0,Foliar spray or side dress during grain/fruit development,Cob development
bajra,pre_sowing,alluvial,14.3,105.1,119.8,low,high,high,20.1,22.0,10.0,DAP,12.0,120.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P
cucumber,pre_sowing,laterite,260.6,60.5,108.1,high,medium,high,31.1,16.0,2.9,DAP + MOP,12.5,36.2,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
cucumber,flowering,red,142.2,102.5,190.4,high,high,high,24.6,12.9,0.8,MOP,6.0,4.8,Apply at flower bud initiation; avoid leaf contact,Fruit quality
sugarcane,pre_sowing,laterite,206.5,48.7,104.5,high,medium,high,38.7,36.9,8.7,DAP + MOP,25.0,217.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Heavy feeder; high basal
sunflower_rabi,pre_sowing,alluvial,225.4,101.7,102.0,high,high,high,20.0,15.5,4.5,DAP + MOP,9.0,40.5,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal
orange,grain_fill,alluvial,221.0,57.7,42.8,high,medium,low,24.0,32.9,9.0,MOP + Micronutrient,25.0,225.0,Foliar spray or side dress during grain/fruit development,Fruit color + quality
jowar_kharif,pre_sowing,laterite,247.8,27.5,77.6,high,low,medium,59.4,14.2,4.9,DAP,30.0,147.0,"Apply 7 days before sowing, mix into topsoil 10-15cm",Basal P and N
bajra,vegetative,red,108.8,68.2,76.4,high,medium,medium,67.8,19.1,4.6,Urea,10.8,49.7,Top dress at 20-30 DAS; broadcast and irrigate,N top dress 3 weeks after sowing
chickpea,flowering,laterite,153.5,45.6,86.7,high,medium,medium,55.2,16.5,2.0,MOP,8.0,16.0,Apply at flower bud initiation; avoid leaf contact,Foliar K for pod fill
linseed,vegetative,black_cotton,97.6,83.0,75.7,high,high,medium,32.8,18.0,6.0,Urea,7.2,43.2,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
cucumber,vegetative,alluvial,12.9,94.3,112.3,low,high,high,26.7,35.8,2.2,Urea,19.5,42.9,Top dress at 20-30 DAS; broadcast and irrigate,Growth boost
chickpea,germination,laterite,52.6,57.9,114.8,medium,medium,high,47.5,20.2,9.0,Rhizobium Biofert,5.0,45.0,Apply at sowing time or within first 7 DAS,Seed inoculation
sunflower_kharif,vegetative,black_cotton,123.8,30.1,52.7,high,low,medium,50.8,12.8,8.9,Urea,10.8,96.1,Top dress at 20-30 DAS; broadcast and irrigate,Top dress
